m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13632"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6280"
"2012-11-01 00:00:00","c#","12247"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12357"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","640"
"2012-11-01 00:00:00","ruby","2134"
"2012-11-01 00:00:00","php","11837"
"2012-11-01 00:00:00","python","6403"
"2012-11-01 00:00:00","swift","2"
"2012-12-01 00:00:00","java","12451"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10966"
"2012-12-01 00:00:00","c","2573"
"2012-12-01 00:00:00","python","5765"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5692"
"2012-12-01 00:00:00","javascript","11751"
"2012-12-01 00:00:00","ruby","1906"
"2012-12-01 00:00:00","php","11127"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","558"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13753"
"2013-01-01 00:00:00","c#","12804"
"2013-01-01 00:00:00","c","2913"
"2013-01-01 00:00:00","c++","6055"
"2013-01-01 00:00:00","assembly","297"
"2013-01-01 00:00:00","delphi","484"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6590"
"2013-01-01 00:00:00","perl","668"
"2013-01-01 00:00:00","javascript","13807"
"2013-01-01 00:00:00","r","1511"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12937"
"2013-01-01 00:00:00","ruby","2310"
"2013-02-01 00:00:00","php","12650"
"2013-02-01 00:00:00","assembly","322"
"2013-02-01 00:00:00","c#","12546"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6081"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6755"
"2013-02-01 00:00:00","c","3102"
"2013-02-01 00:00:00","javascript","13671"
"2013-02-01 00:00:00","perl","755"
"2013-02-01 00:00:00","ruby","2226"
"2013-02-01 00:00:00","java","13757"
"2013-02-01 00:00:00","swift","5"
"2013-02-01 00:00:00","r","1664"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15971"
"2013-03-01 00:00:00","c#","14289"
"2013-03-01 00:00:00","c","3453"
"2013-03-01 00:00:00","ruby","2567"
"2013-03-01 00:00:00","c++","7200"
"2013-03-01 00:00:00","php","14242"
"2013-03-01 00:00:00","perl","862"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15353"
"2013-03-01 00:00:00","python","7650"
"2013-03-01 00:00:00","r","1853"
"2013-04-01 00:00:00","c#","13960"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7965"
"2013-04-01 00:00:00","c++","7171"
"2013-04-01 00:00:00","java","16310"
"2013-04-01 00:00:00","assembly","333"
"2013-04-01 00:00:00","c","3549"
"2013-04-01 00:00:00","perl","853"
"2013-04-01 00:00:00","javascript","15415"
"2013-04-01 00:00:00","delphi","517"
"2013-04-01 00:00:00","ruby","2472"
"2013-04-01 00:00:00","r","1843"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13540"
"2013-05-01 00:00:00","javascript","15106"
"2013-05-01 00:00:00","java","15359"
"2013-05-01 00:00:00","c#","13532"
"2013-05-01 00:00:00","c","3202"
"2013-05-01 00:00:00","php","13224"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6864"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2348"
"2013-05-01 00:00:00","python","7839"
"2013-05-01 00:00:00","swift","1"
"2013-05-01 00:00:00","delphi","539"
"2013-05-01 00:00:00","perl","920"
"2013-05-01 00:00:00","r","1787"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","14003"
"2013-06-01 00:00:00","assembly","299"
"2013-06-01 00:00:00","c#","12835"
"2013-06-01 00:00:00","c","2955"
"2013-06-01 00:00:00","c++","6210"
"2013-06-01 00:00:00","perl","851"
"2013-06-01 00:00:00","python","7618"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14660"
"2013-06-01 00:00:00","php","12835"
"2013-06-01 00:00:00","ruby","2229"
"2013-06-01 00:00:00","r","1780"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6593"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14245"
"2013-07-01 00:00:00","php","14466"
"2013-07-01 00:00:00","delphi","509"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8642"
"2013-07-01 00:00:00","javascript","16893"
"2013-07-01 00:00:00","perl","984"
"2013-07-01 00:00:00","java","15263"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1978"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16893"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3015"
"2013-08-01 00:00:00","c#","13899"
"2013-08-01 00:00:00","java","15122"
"2013-08-01 00:00:00","php","14460"
"2013-08-01 00:00:00","c++","6267"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","853"
"2013-08-01 00:00:00","python","7960"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2490"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16330"
"2013-09-01 00:00:00","delphi","489"
"2013-09-01 00:00:00","assembly","293"
"2013-09-01 00:00:00","php","14384"
"2013-09-01 00:00:00","c++","6581"
"2013-09-01 00:00:00","c#","13809"
"2013-09-01 00:00:00","c","3406"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17796"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","706"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7989"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","381"
"2013-10-01 00:00:00","c++","8005"
"2013-10-01 00:00:00","java","18816"
"2013-10-01 00:00:00","c#","15248"
"2013-10-01 00:00:00","delphi","525"
"2013-10-01 00:00:00","javascript","19827"
"2013-10-01 00:00:00","c","4248"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","839"
"2013-10-01 00:00:00","ruby","2792"
"2013-10-01 00:00:00","r","2102"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15484"
"2013-10-01 00:00:00","python","9522"
"2013-11-01 00:00:00","java","18846"
"2013-11-01 00:00:00","c#","14654"
"2013-11-01 00:00:00","go","210"
"2013-11-01 00:00:00","javascript","18586"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8164"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15047"
"2013-11-01 00:00:00","python","9522"
"2013-11-01 00:00:00","ruby","2579"
"2013-11-01 00:00:00","perl","838"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2192"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7036"
"2013-12-01 00:00:00","c","3509"
"2013-12-01 00:00:00","java","17536"
"2013-12-01 00:00:00","c#","13679"
"2013-12-01 00:00:00","python","8492"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","782"
"2013-12-01 00:00:00","javascript","18109"
"2013-12-01 00:00:00","swift","9"
"2013-12-01 00:00:00","r","1911"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14577"
"2014-01-01 00:00:00","php","16982"
"2014-01-01 00:00:00","c#","15394"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","339"
"2014-01-01 00:00:00","c++","7717"
"2014-01-01 00:00:00","python","9864"
"2014-01-01 00:00:00","c","3748"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21202"
"2014-01-01 00:00:00","perl","825"
"2014-01-01 00:00:00","java","18767"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2357"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21267"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3985"
"2014-02-01 00:00:00","c#","15172"
"2014-02-01 00:00:00","java","19378"
"2014-02-01 00:00:00","php","16739"
"2014-02-01 00:00:00","c++","7707"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","816"
"2014-02-01 00:00:00","python","9939"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2616"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","455"
"2014-03-01 00:00:00","c#","16265"
"2014-03-01 00:00:00","python","11468"
"2014-03-01 00:00:00","c++","8701"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22109"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4586"
"2014-03-01 00:00:00","perl","940"
"2014-03-01 00:00:00","javascript","22786"
"2014-03-01 00:00:00","php","18564"
"2014-03-01 00:00:00","ruby","2957"
"2014-03-01 00:00:00","r","2823"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4030"
"2014-04-01 00:00:00","perl","842"
"2014-04-01 00:00:00","c#","15402"
"2014-04-01 00:00:00","delphi","393"
"2014-04-01 00:00:00","java","21020"
"2014-04-01 00:00:00","assembly","364"
"2014-04-01 00:00:00","javascript","21573"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2744"
"2014-04-01 00:00:00","php","17908"
"2014-04-01 00:00:00","c++","8162"
"2014-04-01 00:00:00","python","10812"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","ruby","2753"
"2014-05-01 00:00:00","java","18088"
"2014-05-01 00:00:00","delphi","475"
"2014-05-01 00:00:00","c","3284"
"2014-05-01 00:00:00","python","9301"
"2014-05-01 00:00:00","c++","6827"
"2014-05-01 00:00:00","c#","13992"
"2014-05-01 00:00:00","assembly","333"
"2014-05-01 00:00:00","ruby","2684"
"2014-05-01 00:00:00","javascript","19923"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","819"
"2014-05-01 00:00:00","r","2595"
"2014-05-01 00:00:00","php","14984"
"2014-06-01 00:00:00","java","16016"
"2014-06-01 00:00:00","delphi","415"
"2014-06-01 00:00:00","javascript","18428"
"2014-06-01 00:00:00","python","8954"
"2014-06-01 00:00:00","assembly","273"
"2014-06-01 00:00:00","c#","12599"
"2014-06-01 00:00:00","c","2784"
"2014-06-01 00:00:00","c++","5710"
"2014-06-01 00:00:00","perl","702"
"2014-06-01 00:00:00","php","13212"
"2014-06-01 00:00:00","r","2404"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2413"
"2014-07-01 00:00:00","javascript","20259"
"2014-07-01 00:00:00","c++","6309"
"2014-07-01 00:00:00","c#","13773"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17466"
"2014-07-01 00:00:00","c","2848"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14471"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","756"
"2014-07-01 00:00:00","python","9974"
"2014-07-01 00:00:00","r","2646"
"2014-07-01 00:00:00","ruby","2566"
"2014-07-01 00:00:00","swift","1646"
"2014-08-01 00:00:00","delphi","426"
"2014-08-01 00:00:00","java","15837"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12578"
"2014-08-01 00:00:00","c","2690"
"2014-08-01 00:00:00","c++","5916"
"2014-08-01 00:00:00","perl","701"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9149"
"2014-08-01 00:00:00","javascript","18583"
"2014-08-01 00:00:00","r","2486"
"2014-08-01 00:00:00","php","13372"
"2014-08-01 00:00:00","swift","1703"
"2014-08-01 00:00:00","ruby","2480"
"2014-09-01 00:00:00","c#","12407"
"2014-09-01 00:00:00","assembly","288"
"2014-09-01 00:00:00","c++","6241"
"2014-09-01 00:00:00","python","8807"
"2014-09-01 00:00:00","java","16820"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3247"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18235"
"2014-09-01 00:00:00","perl","698"
"2014-09-01 00:00:00","ruby","2282"
"2014-09-01 00:00:00","php","13521"
"2014-09-01 00:00:00","swift","1907"
"2014-09-01 00:00:00","r","2380"
"2014-10-01 00:00:00","c#","12640"
"2014-10-01 00:00:00","javascript","19017"
"2014-10-01 00:00:00","java","18010"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6878"
"2014-10-01 00:00:00","php","13782"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3819"
"2014-10-01 00:00:00","ruby","2346"
"2014-10-01 00:00:00","perl","660"
"2014-10-01 00:00:00","python","9626"
"2014-10-01 00:00:00","delphi","411"
"2014-10-01 00:00:00","swift","2469"
"2014-10-01 00:00:00","r","2790"
"2014-11-01 00:00:00","java","17956"
"2014-11-01 00:00:00","delphi","430"
"2014-11-01 00:00:00","assembly","389"
"2014-11-01 00:00:00","c#","11944"
"2014-11-01 00:00:00","c++","6596"
"2014-11-01 00:00:00","python","9612"
"2014-11-01 00:00:00","c","3692"
"2014-11-01 00:00:00","ruby","2120"
"2014-11-01 00:00:00","javascript","18069"
"2014-11-01 00:00:00","perl","665"
"2014-11-01 00:00:00","swift","2570"
"2014-11-01 00:00:00","go","338"
"2014-11-01 00:00:00","php","13185"
"2014-11-01 00:00:00","r","2713"
"2014-12-01 00:00:00","c++","6113"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11167"
"2014-12-01 00:00:00","go","351"
"2014-12-01 00:00:00","php","12513"
"2014-12-01 00:00:00","delphi","317"
"2014-12-01 00:00:00","python","9078"
"2014-12-01 00:00:00","c","3164"
"2014-12-01 00:00:00","javascript","17082"
"2014-12-01 00:00:00","perl","579"
"2014-12-01 00:00:00","ruby","2156"
"2014-12-01 00:00:00","java","16470"
"2014-12-01 00:00:00","swift","2501"
"2014-12-01 00:00:00","r","2369"
"2015-01-01 00:00:00","javascript","18621"
"2015-01-01 00:00:00","c","3222"
"2015-01-01 00:00:00","c#","11823"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16639"
"2015-01-01 00:00:00","c++","6172"
"2015-01-01 00:00:00","delphi","383"
"2015-01-01 00:00:00","php","13773"
"2015-01-01 00:00:00","go","470"
"2015-01-01 00:00:00","perl","606"
"2015-01-01 00:00:00","python","9730"
"2015-01-01 00:00:00","r","2704"
"2015-01-01 00:00:00","ruby","2437"
"2015-01-01 00:00:00","swift","3070"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16827"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13627"
"2015-02-01 00:00:00","c","3380"
"2015-02-01 00:00:00","c++","6495"
"2015-02-01 00:00:00","perl","572"
"2015-02-01 00:00:00","c#","11852"
"2015-02-01 00:00:00","python","10230"
"2015-02-01 00:00:00","javascript","18747"
"2015-02-01 00:00:00","r","2980"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2261"
"2015-02-01 00:00:00","swift","3247"
"2015-03-01 00:00:00","assembly","390"
"2015-03-01 00:00:00","javascript","20626"
"2015-03-01 00:00:00","c","3925"
"2015-03-01 00:00:00","delphi","412"
"2015-03-01 00:00:00","perl","664"
"2015-03-01 00:00:00","c#","13322"
"2015-03-01 00:00:00","java","19850"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15062"
"2015-03-01 00:00:00","python","11653"
"2015-03-01 00:00:00","r","3573"
"2015-03-01 00:00:00","c++","7410"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3607"
"2015-04-01 00:00:00","php","15124"
"2015-04-01 00:00:00","java","19890"
"2015-04-01 00:00:00","c++","7164"
"2015-04-01 00:00:00","c","3966"
"2015-04-01 00:00:00","javascript","20991"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13151"
"2015-04-01 00:00:00","go","391"
"2015-04-01 00:00:00","python","11488"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2510"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4032"
"2015-04-01 00:00:00","r","3335"
"2015-05-01 00:00:00","java","18605"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6843"
"2015-05-01 00:00:00","javascript","22240"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13430"
"2015-05-01 00:00:00","python","11251"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3435"
"2015-05-01 00:00:00","php","14705"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","538"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22694"
"2015-06-01 00:00:00","perl","594"
"2015-06-01 00:00:00","java","17919"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13594"
"2015-06-01 00:00:00","r","3438"
"2015-06-01 00:00:00","c","3175"
"2015-06-01 00:00:00","python","11841"
"2015-06-01 00:00:00","php","14492"
"2015-06-01 00:00:00","go","423"
"2015-06-01 00:00:00","c++","6534"
"2015-06-01 00:00:00","ruby","2583"
"2015-06-01 00:00:00","swift","4339"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18761"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14179"
"2015-07-01 00:00:00","c++","6729"
"2015-07-01 00:00:00","ruby","2587"
"2015-07-01 00:00:00","c","2821"
"2015-07-01 00:00:00","php","15526"
"2015-07-01 00:00:00","javascript","24075"
"2015-07-01 00:00:00","perl","592"
"2015-07-01 00:00:00","swift","5160"
"2015-07-01 00:00:00","python","12364"
"2015-07-01 00:00:00","r","3987"
"2015-08-01 00:00:00","c#","13289"
"2015-08-01 00:00:00","assembly","217"
"2015-08-01 00:00:00","python","11258"
"2015-08-01 00:00:00","c++","5893"
"2015-08-01 00:00:00","java","17139"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2586"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22213"
"2015-08-01 00:00:00","r","3497"
"2015-08-01 00:00:00","ruby","2321"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5098"
"2015-08-01 00:00:00","php","14364"
"2015-09-01 00:00:00","c","3091"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","486"
"2015-09-01 00:00:00","javascript","21486"
"2015-09-01 00:00:00","java","17003"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12958"
"2015-09-01 00:00:00","r","3338"
"2015-09-01 00:00:00","python","10999"
"2015-09-01 00:00:00","php","13623"
"2015-09-01 00:00:00","c++","5928"
"2015-09-01 00:00:00","ruby","2167"
"2015-09-01 00:00:00","swift","4566"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18603"
"2015-10-01 00:00:00","c","3689"
"2015-10-01 00:00:00","c#","12842"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7066"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12529"
"2015-10-01 00:00:00","perl","517"
"2015-10-01 00:00:00","javascript","21891"
"2015-10-01 00:00:00","r","3690"
"2015-10-01 00:00:00","ruby","2197"
"2015-10-01 00:00:00","php","14021"
"2015-10-01 00:00:00","swift","4316"
"2015-11-01 00:00:00","java","17836"
"2015-11-01 00:00:00","javascript","21335"
"2015-11-01 00:00:00","python","12339"
"2015-11-01 00:00:00","delphi","392"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3625"
"2015-11-01 00:00:00","c++","7107"
"2015-11-01 00:00:00","c#","12430"
"2015-11-01 00:00:00","perl","476"
"2015-11-01 00:00:00","php","13431"
"2015-11-01 00:00:00","ruby","1962"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3547"
"2015-11-01 00:00:00","swift","4331"
"2015-12-01 00:00:00","java","16610"
"2015-12-01 00:00:00","c#","12199"
"2015-12-01 00:00:00","c++","6579"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21156"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3096"
"2015-12-01 00:00:00","php","13878"
"2015-12-01 00:00:00","perl","489"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3184"
"2015-12-01 00:00:00","python","11686"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4391"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16691"
"2016-01-01 00:00:00","c#","12408"
"2016-01-01 00:00:00","c","3056"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6118"
"2016-01-01 00:00:00","php","14684"
"2016-01-01 00:00:00","perl","464"
"2016-01-01 00:00:00","ruby","2150"
"2016-01-01 00:00:00","javascript","22578"
"2016-01-01 00:00:00","python","12385"
"2016-01-01 00:00:00","swift","4805"
"2016-01-01 00:00:00","r","3542"
"2016-02-01 00:00:00","c#","12788"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","python","13292"
"2016-02-01 00:00:00","c++","6577"
"2016-02-01 00:00:00","java","17900"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3288"
"2016-02-01 00:00:00","delphi","358"
"2016-02-01 00:00:00","javascript","22539"
"2016-02-01 00:00:00","perl","516"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","15030"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3607"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19972"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13673"
"2016-03-01 00:00:00","assembly","437"
"2016-03-01 00:00:00","c","3464"
"2016-03-01 00:00:00","r","4053"
"2016-03-01 00:00:00","python","14118"
"2016-03-01 00:00:00","perl","483"
"2016-03-01 00:00:00","javascript","24158"
"2016-03-01 00:00:00","php","15251"
"2016-03-01 00:00:00","c++","7054"
"2016-03-01 00:00:00","ruby","2266"
"2016-03-01 00:00:00","swift","5091"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13771"
"2016-04-01 00:00:00","python","13706"
"2016-04-01 00:00:00","c","3365"
"2016-04-01 00:00:00","java","19551"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6917"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","507"
"2016-04-01 00:00:00","javascript","23509"
"2016-04-01 00:00:00","ruby","2215"
"2016-04-01 00:00:00","php","14571"
"2016-04-01 00:00:00","r","4136"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23068"
"2016-05-01 00:00:00","c#","13553"
"2016-05-01 00:00:00","c","2730"
"2016-05-01 00:00:00","python","13162"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","338"
"2016-05-01 00:00:00","java","17104"
"2016-05-01 00:00:00","ruby","2132"
"2016-05-01 00:00:00","c++","6156"
"2016-05-01 00:00:00","php","14551"
"2016-05-01 00:00:00","r","3804"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","501"
"2016-05-01 00:00:00","swift","4442"
"2016-06-01 00:00:00","java","15962"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3869"
"2016-06-01 00:00:00","php","13748"
"2016-06-01 00:00:00","c","2312"
"2016-06-01 00:00:00","c#","13122"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5737"
"2016-06-01 00:00:00","javascript","22209"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","453"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12953"
"2016-06-01 00:00:00","swift","4817"
"2016-07-01 00:00:00","c++","5490"
"2016-07-01 00:00:00","assembly","200"
"2016-07-01 00:00:00","c#","12061"
"2016-07-01 00:00:00","java","14991"
"2016-07-01 00:00:00","javascript","22245"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2355"
"2016-07-01 00:00:00","ruby","1906"
"2016-07-01 00:00:00","php","13005"
"2016-07-01 00:00:00","swift","4954"
"2016-07-01 00:00:00","perl","440"
"2016-07-01 00:00:00","python","12863"
"2016-07-01 00:00:00","r","3754"
"2016-08-01 00:00:00","python","12944"
"2016-08-01 00:00:00","java","15226"
"2016-08-01 00:00:00","assembly","257"
"2016-08-01 00:00:00","javascript","22724"
"2016-08-01 00:00:00","c","2222"
"2016-08-01 00:00:00","c#","12772"
"2016-08-01 00:00:00","perl","475"
"2016-08-01 00:00:00","ruby","1884"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5027"
"2016-08-01 00:00:00","php","12955"
"2016-08-01 00:00:00","swift","4923"
"2016-08-01 00:00:00","go","576"
"2016-08-01 00:00:00","r","3791"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14726"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11160"
"2016-09-01 00:00:00","go","514"
"2016-09-01 00:00:00","c","2519"
"2016-09-01 00:00:00","php","12220"
"2016-09-01 00:00:00","python","12380"
"2016-09-01 00:00:00","perl","475"
"2016-09-01 00:00:00","javascript","20490"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5160"
"2016-09-01 00:00:00","ruby","1929"
"2016-09-01 00:00:00","swift","4883"
"2016-10-01 00:00:00","php","12352"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11497"
"2016-10-01 00:00:00","c++","5995"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3222"
"2016-10-01 00:00:00","python","13543"
"2016-10-01 00:00:00","javascript","20491"
"2016-10-01 00:00:00","java","15388"
"2016-10-01 00:00:00","ruby","1823"
"2016-10-01 00:00:00","perl","419"
"2016-10-01 00:00:00","swift","4738"
"2016-10-01 00:00:00","r","3791"
"2016-11-01 00:00:00","c","3276"
"2016-11-01 00:00:00","c#","11697"
"2016-11-01 00:00:00","javascript","20563"
"2016-11-01 00:00:00","python","14228"
"2016-11-01 00:00:00","assembly","414"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15695"
